Rk;G;Date;Age;Tm;Home_Away;Opp;Win_Loss;GS;MP;FG;FGA;FGpct;3P;3PA;3Ppct;FT;FTA;FTpct;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;plus_moins
23;23;15/12/2009;31-114;LAL;@;CHI;W (+9);1;39:06:00;15;26;.577;1;5;.200;11;15;.733;0;2;2;3;3;0;8;2;42;25.1;2
24;24;16/12/2009;31-115;LAL;@;MIL;W (+1);1;49:59:00;13;28;.464;1;3;.333;12;12;1.000;0;7;7;4;0;0;7;4;39;20.9;24
25;25;19/12/2009;31-118;LAL;@;NJN;W (+19);1;35:02:00;12;23;.522;1;5;.200;4;6;.667;2;8;10;5;2;1;2;3;29;23.7;19
26;26;20/12/2009;31-119;LAL;@;DET;W (+12);1;38:54:00;11;23;.478;1;4;.250;5;8;.625;1;2;3;4;5;0;2;2;28;21.4;5
27;27;22/12/2009;31-121;LAL;;OKC;W (+3);1;43:46:00;14;26;.538;0;3;.000;12;14;.857;1;7;8;6;2;0;5;5;40;28.6;-18
28;28;25/12/2009;31-124;LAL;;CLE;L (-15);1;45:08:00;11;33;.333;1;3;.333;12;12;1.000;3;7;10;8;1;1;4;3;35;22.6;9
29;29;26/12/2009;31-125;LAL;@;SAC;W (+9);1;50:59:00;16;30;.533;4;8;.500;2;2;1.000;1;6;7;4;4;0;5;4;38;26.1;-7
30;30;28/12/2009;31-127;LAL;@;PHO;L (-15);1;36:10:00;14;26;.538;1;5;.200;5;6;.833;0;7;7;2;0;0;1;0;34;23.5;7
31;31;29/12/2009;31-128;LAL;;GSW;W (+6);1;42:52:00;13;27;.481;2;6;.333;16;16;1.000;1;3;4;11;1;0;1;2;44;38.8;1
32;32;01/01/2010;31-131;LAL;;SAC;W (+1);1;47:15:00;13;27;.481;5;7;.714;8;11;.727;0;5;5;5;1;0;3;3;39;25.9;39
33;33;03/01/2010;31-133;LAL;;DAL;W (+35);1;32:04:00;6;12;.500;1;4;.250;2;2;1.000;0;3;3;8;0;1;4;2;15;11.4;14
34;34;05/01/2010;31-135;LAL;;HOU;W (+9);1;42:55:00;9;23;.391;1;1;1.000;3;4;.750;0;3;3;3;1;1;4;4;22;8.2;-15
35;35;06/01/2010;31-136;LAL;@;LAC;L (-11);1;40:21:00;10;30;.333;2;7;.286;11;15;.733;1;2;3;8;3;0;2;0;33;22.3;-5
36;36;08/01/2010;31-138;LAL;@;POR;L (-9);1;40:33:00;14;37;.378;2;8;.250;2;4;.500;3;4;7;7;0;1;5;4;32;13.2;14
37;37;10/01/2010;31-140;LAL;;MIL;W (+18);1;28:30:00;4;21;.190;0;3;.000;4;6;.667;2;3;5;1;2;0;1;4;12;0.5;-6
38;38;12/01/2010;31-142;LAL;@;SAS;L (-20);1;32:18:00;7;10;.700;1;1;1.000;1;1;1.000;0;1;1;3;0;0;3;0;16;11.2;4
39;39;13/01/2010;31-143;LAL;@;DAL;W (+5);1;35:00:00;5;11;.455;0;2;.000;0;0;;0;2;2;1;1;0;0;2;10;5.8;41
40;40;15/01/2010;31-145;LAL;;LAC;W (+40);1;37:11:00;10;20;.500;4;7;.571;6;8;.750;0;2;2;3;1;0;1;2;30;21.1;-3
41;41;18/01/2010;31-148;LAL;;ORL;W (+6);1;44:24:00;4;19;.211;0;3;.000;3;4;.750;0;5;5;7;0;0;2;2;11;2.5;-8
42;42;21/01/2010;31-151;LAL;@;CLE;L (-6);1;39:57:00;12;31;.387;2;6;.333;5;8;.625;1;1;2;4;0;0;3;2;31;12.9;8
43;43;22/01/2010;31-152;LAL;@;NYK;W (+10);1;42:06:00;8;24;.333;3;9;.333;8;8;1.000;0;5;5;6;1;0;3;4;27;15.5;0
44;44;24/01/2010;31-154;LAL;@;TOR;L (-1);1;40:04:00;11;24;.458;1;6;.167;4;4;1.000;3;13;16;9;1;1;4;1;27;24.2;13
45;45;26/01/2010;31-156;LAL;@;WAS;W (+12);1;37:16:00;8;15;.533;2;7;.286;8;9;.889;0;4;4;8;1;0;6;2;26;19.3;15
46;46;27/01/2010;31-157;LAL;@;IND;W (+22);1;34:57:00;10;15;.667;3;4;.750;6;8;.750;2;7;9;7;1;1;1;1;29;30.4;4
47;47;29/01/2010;31-159;LAL;@;PHI;W (+8);1;39:50:00;10;22;.455;0;4;.000;4;6;.667;1;3;4;3;4;2;3;3;24;16.7;6
48;48;31/01/2010;31-161;LAL;@;BOS;W (+1);1;44:58:00;8;20;.400;1;3;.333;2;4;.500;0;3;3;6;0;0;4;1;19;8.1;5
49;49;01/02/2010;31-162;LAL;@;MEM;L (-2);1;40:10:00;16;28;.571;4;7;.571;8;13;.615;0;3;3;3;0;0;3;1;44;28.4;1
50;50;03/02/2010;31-164;LAL;;CHA;W (+2);1;36:51:00;2;12;.167;1;5;.200;0;2;.000;0;2;2;6;2;0;0;4;5;1.8;4
51;51;05/02/2010;31-166;LAL;;DEN;L (-13);1;39:16:00;11;22;.500;4;8;.500;7;8;.875;0;9;9;0;1;0;5;4;33;18.7;3
52;52;23/02/2010;31-184;LAL;@;MEM;W (+1);1;40:01:00;13;19;.684;3;4;.750;3;3;1.000;0;7;7;6;3;2;2;2;32;31.8;-3
53;53;24/02/2010;31-185;LAL;@;DAL;L (-5);1;39:42:00;9;23;.391;0;3;.000;2;2;1.000;1;4;5;2;2;0;2;4;20;9.2;9
54;54;26/02/2010;31-187;LAL;;PHI;W (+9);1;42:14:00;7;16;.438;0;1;.000;5;6;.833;1;3;4;8;2;0;3;2;19;15.6;11
55;55;28/02/2010;31-189;LAL;;DEN;W (+6);1;42:58:00;3;17;.176;0;2;.000;8;8;1.000;1;4;5;12;3;2;5;1;14;12.6;18
56;56;02/03/2010;31-191;LAL;;IND;W (+23);1;30:27:00;5;14;.357;0;4;.000;14;15;.933;0;4;4;6;2;0;3;1;24;19.8;3
57;57;04/03/2010;31-193;LAL;@;MIA;L (-3);1;45:46:00;15;28;.536;2;7;.286;7;10;.700;0;2;2;4;1;1;2;3;39;26.1;-14
58;58;05/03/2010;31-194;LAL;@;CHA;L (-15);1;41:55:00;9;21;.429;0;4;.000;8;9;.889;2;3;5;2;0;0;3;4;26;13.6;-2
59;59;07/03/2010;31-196;LAL;@;ORL;L (-2);1;40:17:00;12;30;.400;2;5;.400;8;8;1.000;2;5;7;7;3;0;1;3;34;26.4;3
60;60;09/03/2010;31-198;LAL;;TOR;W (+2);1;37:20:00;11;20;.550;0;1;.000;10;11;.909;1;5;6;6;1;0;4;4;32;23.8;15
61;61;12/03/2010;31-201;LAL;@;PHO;W (+6);1;42:20:00;7;16;.438;1;5;.200;6;9;.667;1;9;10;8;1;0;7;2;21;13.6;8
62;62;15/03/2010;31-204;LAL;@;GSW;W (+3);1;39:54:00;9;18;.500;2;4;.500;9;11;.818;1;2;3;4;2;0;9;2;29;15.5;15
63;63;16/03/2010;31-205;LAL;@;SAC;W (+7);1;41:18:00;10;26;.385;2;5;.400;8;14;.571;3;6;9;7;0;0;3;2;30;18.4;9
64;64;19/03/2010;31-208;LAL;;MIN;W (+8);1;33:53:00;4;11;.364;1;5;.200;13;14;.929;0;4;4;13;4;0;5;3;22;23.6;16
65;65;21/03/2010;31-210;LAL;;WAS;W (+7);1;39:47:00;10;17;.588;4;7;.571;0;0;;0;3;3;4;0;0;3;2;24;16.0;-3
66;66;24/03/2010;31-213;LAL;@;SAS;W (+9);1;42:07:00;11;16;.688;2;2;1.000;0;0;;1;3;4;6;0;0;3;1;24;19.6;-22
67;67;26/03/2010;31-215;LAL;@;OKC;L (-16);1;30:01:00;4;11;.364;0;2;.000;3;3;1.000;1;5;6;3;1;0;9;4;11;-0.4;17
68;68;27/03/2010;31-216;LAL;@;HOU;W (+8);1;36:10:00;7;14;.500;1;2;.500;2;3;.667;1;8;9;9;1;0;5;2;17;14.2;-9
69;69;29/03/2010;31-218;LAL;@;NOH;L (-8);1;41:27:00;10;18;.556;2;5;.400;9;11;.818;2;3;5;6;1;0;3;5;31;24.1;-15
70;70;31/03/2010;31-220;LAL;@;ATL;L (-17);1;41:38:00;12;21;.571;2;3;.667;2;6;.333;0;3;3;4;0;0;2;2;28;17.4;20
71;71;02/04/2010;31-222;LAL;;UTA;W (+14);1;36:57:00;5;23;.217;0;4;.000;15;18;.833;3;3;6;3;1;0;2;5;25;11.8;-17
72;72;04/04/2010;31-224;LAL;;SAS;L (-19);1;41:13:00;8;24;.333;2;6;.333;4;6;.667;3;5;8;6;0;0;4;3;22;10.2;-3
73;73;11/04/2010;31-231;LAL;;POR;L (-3);1;40:07:00;8;23;.348;3;6;.500;1;3;.333;0;4;4;2;0;0;1;1;20;7.5;-8
1;1;26/10/2010;32-064;LAL;;HOU;W (+2);1;37:04:00;8;20;.400;0;3;.000;11;12;.917;0;5;5;7;1;0;1;1;27;21.8;9
2;2;29/10/2010;32-067;LAL;@;PHO;W (+8);1;33:54:00;9;19;.474;2;5;.400;5;5;1.000;1;6;7;3;0;0;3;1;25;16.5;21
3;3;31/10/2010;32-069;LAL;;GSW;W (+24);1;26:59:00;8;16;.500;1;4;.250;3;4;.750;2;5;7;2;0;0;4;1;20;11.5;6
4;4;02/11/2010;32-071;LAL;;MEM;W (+19);1;25:46:00;7;13;.538;3;5;.600;6;8;.750;1;4;5;1;1;0;2;2;23;16.7;22
5;5;03/11/2010;32-072;LAL;@;SAC;W (+12);1;36:28:00;9;22;.409;3;6;.500;9;10;.900;1;9;10;12;1;0;1;2;30;28.8;1
6;6;05/11/2010;32-074;LAL;;TOR;W (+5);1;34:22:00;6;12;.500;0;3;.000;11;12;.917;0;4;4;6;3;1;3;2;23;21.9;18
7;7;07/11/2010;32-076;LAL;;POR;W (+25);1;24:49:00;3;11;.273;0;2;.000;6;7;.857;0;2;2;1;0;1;3;4;12;2.5;1
8;8;09/11/2010;32-078;LAL;;MIN;W (+5);1;34:45:00;12;28;.429;2;5;.400;7;8;.875;2;4;6;2;2;0;4;2;33;19.0;4
9;9;11/11/2010;32-080;LAL;@;DEN;L (-6);1;41:01:00;11;32;.344;3;10;.300;9;13;.692;1;2;3;5;1;0;2;4;34;16.6;-8
10;10;14/11/2010;32-083;LAL;;PHO;L (-5);1;38:20:00;11;20;.550;1;4;.250;2;2;1.000;2;7;9;14;1;0;8;3;25;20.5;3
11;11;16/11/2010;32-085;LAL;@;MIL;W (+11);1;33:18:00;10;23;.435;0;4;.000;11;11;1.000;0;7;7;3;1;0;3;2;31;20.3;24
12;12;17/11/2010;32-086;LAL;@;DET;W (+13);1;31:44:00;11;20;.550;3;6;.500;8;8;1.000;1;8;9;4;2;0;3;1;33;27.9;8
13;13;19/11/2010;32-088;LAL;@;MIN;W (+17);1;31:24:00;8;27;.296;1;4;.250;6;7;.857;1;7;8;2;1;1;4;1;23;8.4;21
14;14;21/11/2010;32-090;LAL;;GSW;W (+28);1;26:39:00;7;16;.438;0;2;.000;6;6;1.000;3;3;6;5;0;0;0;3;20;16.9;3
15;15;23/11/2010;32-092;LAL;;CHI;W (+7);1;37:11:00;8;18;.444;1;2;.500;3;3;1.000;0;2;2;5;1;0;4;1;20;11.3;1
16;16;26/11/2010;32-095;LAL;@;UTA;L (-6);1;33:40:00;10;21;.476;3;5;.600;8;9;.889;1;2;3;3;1;0;3;2;31;20.5;-1
17;17;28/11/2010;32-097;LAL;;IND;L (-3);1;39:50:00;14;33;.424;3;8;.375;10;13;.769;2;3;5;4;0;0;3;2;41;23.6;1
18;18;30/11/2010;32-099;LAL;@;MEM;L (-2);1;37:02:00;9;25;.360;1;6;.167;10;12;.833;4;3;7;5;1;0;3;2;29;18.7;-20
19;19;01/12/2010;32-100;LAL;@;HOU;L (-10);1;31:18:00;10;24;.417;0;3;.000;7;7;1.000;2;2;4;4;4;0;2;4;27;19.4;19
20;20;03/12/2010;32-102;LAL;;SAC;W (+33);1;26:32:00;9;18;.500;0;0;;4;8;.500;1;2;3;4;2;0;1;1;22;16.1;20
21;21;07/12/2010;32-106;LAL;;WAS;W (+7);1;35:09:00;12;23;.522;1;6;.167;7;9;.778;3;2;5;3;2;0;4;2;32;21.9;-3
22;22;08/12/2010;32-107;LAL;@;LAC;W (+1);1;30:41:00;9;15;.600;1;2;.500;5;7;.714;0;2;2;4;1;0;4;0;24;16.7;-5
23;23;10/12/2010;32-109;LAL;@;CHI;L (-4);1;37:47:00;9;23;.391;1;4;.250;4;6;.667;0;5;5;7;3;1;1;3;23;17.6;5
24;24;12/12/2010;32-111;LAL;@;NJN;W (+7);1;35:10:00;9;19;.474;3;6;.500;11;13;.846;0;4;4;6;4;0;6;3;32;23.7;6
25;25;14/12/2010;32-113;LAL;@;WAS;W (+14);1;23:47;7;13;.538;4;6;.667;6;10;.600;0;5;5;4;1;0;1;3;24;19.2;16
26;26;15/12/2010;32-114;LAL;@;IND;W (+15);1;34:18:00;11;18;.611;4;8;.500;5;5;1.000;0;3;3;6;0;0;0;3;31;26.7;-1
27;27;17/12/2010;32-116;LAL;@;PHI;W (+12);1;35:58:00;3;11;.273;0;3;.000;3;3;1.000;0;4;4;4;2;0;3;1;9;5.1;3
28;28;19/12/2010;32-118;LAL;@;TOR;W (+10);1;28:19:00;6;12;.500;0;2;.000;8;9;.889;1;2;3;4;0;0;2;3;20;14.5;-22
29;29;21/12/2010;32-120;LAL;;MIL;L (-19);1;31:39:00;9;16;.563;0;2;.000;3;3;1.000;1;2;3;2;1;0;4;1;21;12.7;-21
30;30;25/12/2010;32-124;LAL;;MIA;L (-16);1;40:05:00;6;16;.375;1;3;.333;4;5;.800;1;5;6;7;1;0;4;5;17;9.9;-15
31;31;28/12/2010;32-127;LAL;@;SAS;L (-15);1;30:54:00;8;27;.296;3;7;.429;2;2;1.000;1;4;5;1;1;0;5;2;21;3.1;9
32;32;29/12/2010;32-128;LAL;@;NOH;W (+15);1;27:54:00;8;14;.571;0;3;.000;4;7;.571;0;3;3;4;2;0;7;5;20;8.9;11
33;33;31/12/2010;32-130;LAL;;PHI;W (+4);1;35:02:00;13;24;.542;1;3;.333;6;8;.750;1;3;4;2;2;0;4;1;33;21.2;-10
34;34;02/01/2011;32-132;LAL;;MEM;L (-19);1;30:48:00;10;22;.455;1;7;.143;7;8;.875;0;2;2;2;2;0;3;2;28;16.4;15
35;35;04/01/2011;32-134;LAL;;DET;W (+25);1;29:48:00;6;18;.333;0;1;.000;5;8;.625;2;5;7;8;1;0;1;3;17;12.9;4
36;36;05/01/2011;32-135;LAL;@;PHO;W (+4);1;35:35:00;9;17;.529;2;6;.333;4;6;.667;2;5;7;5;1;0;3;0;24;19.3;1
37;37;07/01/2011;32-137;LAL;;NOH;W (+4);1;39:29:00;10;19;.526;1;4;.250;4;5;.800;0;1;1;4;1;0;0;2;25;18.6;26
38;38;09/01/2011;32-139;LAL;;NYK;W (+22);1;35:39:00;10;28;.357;3;6;.500;4;4;1.000;0;10;10;5;0;0;4;2;27;13.1;46
39;39;11/01/2011;32-141;LAL;;CLE;W (+55);1;24:38:00;5;10;.500;1;2;.500;2;2;1.000;0;5;5;8;2;0;0;2;13;16.3;-2
40;40;12/01/2011;32-142;LAL;@;GSW;W (+5);1;36:27:00;13;21;.619;2;5;.400;11;11;1.000;1;5;6;4;3;0;6;1;39;31.1;13
41;41;14/01/2011;32-144;LAL;;NJN;W (+12);1;35:50:00;10;19;.526;0;1;.000;7;9;.778;1;3;4;4;0;0;0;2;27;20.5;-19
42;42;16/01/2011;32-146;LAL;@;LAC;L (-7);1;36:37:00;8;17;.471;1;7;.143;10;13;.769;2;7;9;5;2;0;3;0;27;23.1;11
43;43;17/01/2011;32-147;LAL;;OKC;W (+7);1;33:11:00;7;12;.583;1;1;1.000;6;11;.545;3;2;5;7;1;0;5;2;21;16.2;-3
44;44;19/01/2011;32-149;LAL;@;DAL;L (-9);1;35:33:00;10;18;.556;0;2;.000;1;2;.500;1;3;4;10;0;0;3;1;21;17.2;-2
45;45;21/01/2011;32-151;LAL;@;DEN;W (+10);1;32:32:00;8;15;.533;0;2;.000;2;3;.667;1;5;6;7;1;0;1;1;18;17.0;21
46;46;25/01/2011;32-155;LAL;;UTA;W (+29);1;26:05:00;7;11;.636;0;2;.000;7;8;.875;0;1;1;6;2;0;3;2;21;18.4;2
47;47;28/01/2011;32-158;LAL;;SAC;L (-5);1;38:51:00;13;27;.481;2;8;.250;10;12;.833;0;4;4;7;3;0;4;2;38;27.8;-9
48;48;30/01/2011;32-160;LAL;;BOS;L (-13);1;38:18:00;16;29;.552;3;5;.600;6;7;.857;0;3;3;0;0;0;2;5;41;23.6;2
49;49;01/02/2011;32-162;LAL;;HOU;W (+8);1;45:08:00;13;25;.520;0;3;.000;6;7;.857;1;5;6;11;1;0;4;2;32;25.4;-3
50;50;03/02/2011;32-164;LAL;;SAS;L (-1);1;35:13:00;5;18;.278;0;3;.000;6;6;1.000;2;7;9;10;0;0;3;3;16;11.7;11
51;51;05/02/2011;32-166;LAL;@;NOH;W (+6);1;43:09:00;10;22;.455;4;5;.800;8;8;1.000;2;7;9;5;0;1;1;3;32;26.1;-4
52;52;07/02/2011;32-168;LAL;@;MEM;W (+9);1;37:41:00;6;17;.353;0;1;.000;7;7;1.000;1;6;7;6;2;0;6;1;19;11.8;12
53;53;10/02/2011;32-171;LAL;@;BOS;W (+6);1;37:59:00;9;17;.529;0;1;.000;5;6;.833;1;4;5;4;0;1;3;3;23;15.5;4
54;54;11/02/2011;32-172;LAL;@;NYK;W (+17);1;28:55:00;12;17;.706;4;7;.571;5;8;.625;4;6;10;2;0;0;5;2;33;24.9;-16
55;55;13/02/2011;32-174;LAL;@;ORL;L (-14);1;33:12:00;8;18;.444;1;4;.250;0;0;;1;3;4;5;1;0;2;0;17;11.7;-16
56;56;14/02/2011;32-175;LAL;@;CHA;L (-20);1;34:36:00;8;20;.400;1;4;.250;3;4;.750;2;3;5;2;0;1;5;5;20;6.2;5
57;57;16/02/2011;32-177;LAL;@;CLE;L (-5);1;38:30:00;8;24;.333;1;6;.167;0;0;;1;11;12;2;0;1;7;4;17;0.9;28
58;58;22/02/2011;32-183;LAL;;ATL;W (+24);1;26:29:00;5;11;.455;2;4;.500;8;8;1.000;0;3;3;5;2;0;1;3;20;18.5;8
59;59;23/02/2011;32-184;LAL;@;POR;W (+5);1;45:18:00;14;31;.452;3;6;.500;6;7;.857;1;8;9;6;3;0;3;4;37;26.2;20
60;60;25/02/2011;32-186;LAL;;LAC;W (+13);1;26:59:00;10;16;.625;2;5;.400;2;3;.667;0;2;2;5;0;0;1;1;24;19.1;1
61;61;27/02/2011;32-188;LAL;@;OKC;W (+3);1;36:53:00;8;22;.364;1;6;.167;0;0;;0;2;2;7;1;0;4;3;17;6.1;4
62;62;01/03/2011;32-190;LAL;@;MIN;W (+11);1;31:39:00;8;18;.444;1;4;.250;7;8;.875;0;4;4;3;0;0;3;2;24;13.7;14
63;63;04/03/2011;32-193;LAL;;CHA;W (+8);1;30:48:00;10;25;.400;2;5;.400;5;6;.833;0;2;2;3;0;0;3;2;27;12.0;28
64;64;06/03/2011;32-195;LAL;@;SAS;W (+16);1;31:18:00;12;25;.480;1;3;.333;1;1;1.000;3;4;7;5;1;0;1;2;26;19.3;22
65;65;08/03/2011;32-197;LAL;@;ATL;W (+14);1;32:03:00;8;18;.444;1;4;.250;9;11;.818;1;5;6;4;1;1;1;0;26;21.5;4
66;66;10/03/2011;32-199;LAL;@;MIA;L (-6);1;39:31:00;8;21;.381;4;8;.500;4;5;.800;0;2;2;2;1;0;3;3;24;10.9;-2
67;67;12/03/2011;32-201;LAL;@;DAL;W (+5);1;32:56:00;6;20;.300;0;3;.000;4;4;1.000;2;3;5;4;3;0;2;1;16;10.1;7
68;68;14/03/2011;32-203;LAL;;ORL;W (+13);1;30:53:00;7;19;.368;0;1;.000;2;2;1.000;1;4;5;4;1;0;1;1;16;9.8;13
69;69;18/03/2011;32-207;LAL;;MIN;W (+8);1;28:21:00;6;17;.353;2;5;.400;4;5;.800;0;4;4;5;1;0;4;2;18;9.0;3
70;70;20/03/2011;32-209;LAL;;POR;W (+4);1;32:41:00;9;20;.450;2;7;.286;2;2;1.000;0;4;4;3;1;1;3;1;22;13.2;15
71;71;22/03/2011;32-211;LAL;;PHO;W (+2);1;48:00:00;15;31;.484;3;5;.600;9;11;.818;2;10;12;9;1;0;3;1;42;33.8;20
72;72;25/03/2011;32-214;LAL;;LAC;W (+8);1;34:41:00;11;21;.524;1;5;.200;14;17;.824;1;3;4;6;2;0;4;1;37;28.9;21
73;73;27/03/2011;32-216;LAL;;NOH;W (+18);1;35:35:00;11;25;.440;1;6;.167;7;8;.875;1;2;3;5;2;0;0;2;30;22.5;15
74;74;31/03/2011;32-220;LAL;;DAL;W (+28);1;30:16:00;8;21;.381;1;5;.200;11;15;.733;1;4;5;4;2;0;4;1;28;17.2;4
75;75;01/04/2011;32-221;LAL;@;UTA;W (+11);1;30:39:00;6;14;.429;2;4;.500;7;10;.700;0;5;5;4;0;0;1;1;21;15.3;3
76;76;03/04/2011;32-223;LAL;;DEN;L (-5);1;37:42:00;10;27;.370;0;4;.000;8;9;.889;1;3;4;4;3;0;2;1;28;17.7;0
77;77;05/04/2011;32-225;LAL;;UTA;L (-1);1;33:33:00;6;18;.333;2;6;.333;6;6;1.000;1;2;3;5;0;0;7;5;20;5.6;2
78;78;06/04/2011;32-226;LAL;@;GSW;L (-8);1;31:55:00;10;20;.500;1;5;.200;4;6;.667;0;2;2;2;4;0;3;1;25;16.8;-25
79;79;08/04/2011;32-228;LAL;@;POR;L (-7);1;31:57:00;10;25;.400;4;8;.500;0;3;.000;1;1;2;4;0;0;3;2;24;9.3;-12
80;80;10/04/2011;32-230;LAL;;OKC;L (-14);1;31:16:00;10;19;.526;2;4;.500;9;10;.900;2;2;4;4;3;1;4;3;31;24.6;10
81;81;12/04/2011;32-232;LAL;;SAS;W (+9);1;36:34:00;8;21;.381;2;6;.333;9;9;1.000;2;4;6;4;0;0;4;5;27;14.9;3
82;82;13/04/2011;32-233;LAL;@;SAC;W (+8);1;38:11:00;13;24;.542;1;2;.500;9;10;.900;2;7;9;6;1;1;2;1;36;31.0;-7
1;1;25/12/2011;33-124;LAL;;CHI;L (-1);1;35:24:00;11;23;.478;0;1;.000;6;7;.857;0;7;7;6;2;0;8;3;28;15.0;-4
2;2;26/12/2011;33-125;LAL;@;SAC;L (-9);1;38:22:00;10;24;.417;0;4;.000;9;10;.900;2;3;5;6;2;0;2;4;29;20.7;33
3;3;27/12/2011;33-126;LAL;;UTA;W (+25);1;30:51:00;8;17;.471;3;5;.600;7;8;.875;0;8;8;5;1;1;3;1;26;21.1;7
4;4;29/12/2011;33-128;LAL;;NYK;W (+17);1;33:43:00;10;17;.588;1;3;.333;7;10;.700;0;4;4;6;1;1;5;3;28;19.8;10
5;5;31/12/2011;33-130;LAL;;DEN;W (+3);1;33:26:00;6;18;.333;0;5;.000;5;6;.833;2;8;10;9;1;0;4;4;17;11.9;-17
6;6;01/01/2012;33-131;LAL;@;DEN;L (-9);1;36:39:00;6;28;.214;1;8;.125;3;4;.750;0;2;2;4;1;0;6;3;16;-4.4;1
7;7;03/01/2012;33-133;LAL;;HOU;W (+9);1;36:51:00;14;29;.483;2;7;.286;7;9;.778;2;6;8;6;0;1;2;0;37;27.6;-3
8;8;05/01/2012;33-135;LAL;@;POR;L (-11);1;36:03:00;13;24;.542;0;4;.000;4;5;.800;2;6;8;3;0;0;4;2;30;18.5;13
9;9;06/01/2012;33-136;LAL;;GSW;W (+7);1;41:09:00;13;28;.464;1;3;.333;12;14;.857;1;3;4;7;0;0;3;1;39;26.9;8
10;10;08/01/2012;33-138;LAL;;MEM;W (+8);1;38:09:00;11;22;.500;1;5;.200;3;6;.500;1;1;2;9;0;1;4;0;26;17.8;16
11;11;10/01/2012;33-140;LAL;;PHO;W (+16);1;39:07:00;18;31;.581;0;3;.000;12;13;.923;0;5;5;3;3;0;2;2;48;36.9;10
12;12;11/01/2012;33-141;LAL;@;UTA;W (+3);1;42:37:00;14;31;.452;1;3;.333;11;11;1.000;1;7;8;4;1;1;3;3;40;27.0;11
13;13;13/01/2012;33-143;LAL;;CLE;W (+5);1;40:48:00;15;31;.484;4;7;.571;8;10;.800;3;2;5;3;3;0;6;3;42;26.1;-9
14;14;14/01/2012;33-144;LAL;@;LAC;L (-8);1;44:22:00;14;28;.500;2;5;.400;12;14;.857;0;7;7;4;2;1;2;3;42;31.6;5
15;15;16/01/2012;33-146;LAL;;DAL;W (+3);1;37:51:00;7;22;.318;0;3;.000;0;1;.000;0;3;3;7;3;1;4;0;14;6.5;-2
16;16;19/01/2012;33-149;LAL;@;MIA;L (-11);1;41:08:00;8;21;.381;3;6;.500;5;5;1.000;1;4;5;7;3;0;2;1;24;19.9;-7
17;17;20/01/2012;33-150;LAL;@;ORL;L (-12);1;44:22:00;11;22;.500;1;3;.333;7;7;1.000;2;1;3;8;0;0;3;1;30;22.9;-3
18;18;22/01/2012;33-152;LAL;;IND;L (-2);1;35:54:00;14;30;.467;0;3;.000;5;6;.833;4;4;8;4;0;0;3;2;33;20.2;2
19;19;25/01/2012;33-155;LAL;;LAC;W (+5);1;38:56:00;7;17;.412;2;4;.500;8;10;.800;1;6;7;6;0;0;7;2;24;13.0;1
20;20;28/01/2012;33-158;LAL;@;MIL;L (-11);1;42:03:00;10;21;.476;1;5;.200;6;7;.857;3;5;8;9;2;0;4;4;27;22.2;3
21;21;29/01/2012;33-159;LAL;@;MIN;W (+5);1;41:45:00;14;29;.483;5;9;.556;2;2;1.000;3;11;14;2;0;2;3;2;35;24.7;8
22;22;31/01/2012;33-161;LAL;;CHA;W (+33);1;27:45:00;9;21;.429;2;11;.182;4;5;.800;0;3;3;1;1;0;4;1;24;10.7;6
23;23;03/02/2012;33-164;LAL;@;DEN;W (+4);1;37:37:00;7;23;.304;1;4;.250;5;7;.714;1;5;6;9;2;0;2;1;20;14.0;-6
24;24;04/02/2012;33-165;LAL;@;UTA;L (-9);1;37:51:00;6;16;.375;3;6;.500;11;12;.917;1;0;1;1;0;0;4;4;26;12.6;1
25;25;06/02/2012;33-167;LAL;@;PHI;L (-5);1;43:53:00;10;26;.385;4;10;.400;4;4;1.000;3;2;5;6;2;0;5;3;28;16.5;2
26;26;09/02/2012;33-170;LAL;@;BOS;W (+1);1;43:41:00;11;24;.458;0;2;.000;5;5;1.000;0;5;5;4;0;0;1;1;27;17.5;-4
27;27;10/02/2012;33-171;LAL;@;NYK;L (-7);1;41:33:00;11;29;.379;1;5;.200;11;13;.846;3;7;10;1;1;0;3;0;34;20.2;7
28;28;12/02/2012;33-173;LAL;@;TOR;W (+2);1;34:26:00;9;23;.391;3;7;.429;6;8;.750;0;2;2;1;2;0;4;1;27;12.6;3
29;29;14/02/2012;33-175;LAL;;ATL;W (+8);1;34:20:00;5;18;.278;0;3;.000;0;0;;1;3;4;4;0;0;5;3;10;-2.4;4
30;30;17/02/2012;33-178;LAL;;PHO;W (+12);1;35:04:00;14;25;.560;1;2;.500;7;9;.778;0;9;9;6;4;1;3;1;36;31.5;-9
31;31;19/02/2012;33-180;LAL;@;PHO;L (-12);1;39:51:00;11;24;.458;1;8;.125;9;12;.750;1;6;7;5;2;0;10;0;32;16.4;15
32;32;20/02/2012;33-181;LAL;;POR;W (+11);1;35:41:00;13;26;.500;1;3;.333;1;2;.500;1;2;3;3;4;0;4;3;28;16.8;3
33;33;22/02/2012;33-183;LAL;@;DAL;W (+5);1;37:57:00;4;15;.267;2;5;.400;5;9;.556;1;4;5;4;1;0;7;1;15;2.8;-13
34;34;23/02/2012;33-184;LAL;@;OKC;L (-15);1;39:32:00;7;24;.292;0;3;.000;10;11;.909;1;5;6;3;1;0;1;3;24;12.7;28
