Rk;G;Date;Age;Tm;Home_Away;Opp;Win_Loss;GS;MP;FG;FGA;FGpct;3P;3PA;3Ppct;FT;FTA;FTpct;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;plus_moins
10;10;20/11/2005;27-089;LAL;;CHI;L (-3);1;46:06:00;17;34;.500;1;4;.250;8;12;.667;1;5;6;3;2;0;3;3;43;26.5;15
11;11;24/11/2005;27-093;LAL;;SEA;W (+12);1;38:46:00;12;26;.462;4;5;.800;6;8;.750;1;1;2;5;0;0;2;4;34;20.7;-10
12;12;27/11/2005;27-096;LAL;;NJN;L (-6);1;49:31:00;14;36;.389;4;12;.333;14;16;.875;0;3;3;3;2;0;5;5;46;23.6;-7
13;13;29/11/2005;27-098;LAL;@;SAS;L (-6);1;41:24:00;9;33;.273;0;6;.000;7;8;.875;1;3;4;0;4;1;3;0;25;8.4;1
14;14;01/12/2005;27-100;LAL;@;UTA;W (+4);1;44:20:00;11;31;.355;2;6;.333;6;9;.667;2;5;7;3;2;0;2;6;30;14.1;-3
15;15;02/12/2005;27-101;LAL;;MIN;L (-5);1;41:25:00;9;16;.563;1;3;.333;1;2;.500;3;6;9;8;2;1;1;0;20;23.2;11
16;16;04/12/2005;27-103;LAL;;CHA;W (+1);1;40:15:00;9;30;.300;0;4;.000;11;12;.917;2;4;6;4;1;0;2;3;29;14.4;19
17;17;06/12/2005;27-105;LAL;@;MIL;W (+19);1;40:42:00;14;24;.583;0;2;.000;5;5;1.000;1;4;5;6;1;1;2;1;33;27.2;14
18;18;07/12/2005;27-106;LAL;@;TOR;W (+11);1;26:23:00;5;12;.417;1;2;.500;0;2;.000;1;1;2;9;0;0;4;2;11;6.3;9
19;19;09/12/2005;27-108;LAL;@;CHI;W (+13);1;37:25:00;9;21;.429;0;1;.000;5;7;.714;1;8;9;8;1;0;4;2;23;16.0;-10
20;20;10/12/2005;27-109;LAL;@;MIN;L (-13);1;40:47:00;11;20;.550;3;6;.500;10;12;.833;0;4;4;3;0;1;7;1;35;21.2;-1
21;21;12/12/2005;27-111;LAL;@;DAL;W (+3);1;43:15:00;15;33;.455;3;9;.333;10;12;.833;2;3;5;2;4;1;2;3;43;30.3;22
22;22;14/12/2005;27-113;LAL;@;MEM;W (+15);1;31:18:00;10;17;.588;2;4;.500;5;8;.625;2;6;8;3;1;0;3;2;27;20.4;1
23;23;16/12/2005;27-115;LAL;;WAS;W (+6);1;36:54:00;14;24;.583;2;3;.667;11;14;.786;2;6;8;4;1;1;1;5;41;33.3;-5
24;24;18/12/2005;27-117;LAL;;HOU;L (-2);1;37:47:00;6;13;.462;1;3;.333;11;12;.917;0;2;2;6;2;0;3;2;24;19.9;35
25;25;20/12/2005;27-119;LAL;;DAL;W (+22);1;32:53:00;18;31;.581;4;10;.400;22;25;.880;3;5;8;0;3;0;2;3;62;49.7;17
26;26;23/12/2005;27-122;LAL;@;ORL;W (+16);1;39:19:00;6;16;.375;0;4;.000;9;12;.750;0;2;2;9;0;1;1;3;21;16.4;1
27;27;25/12/2005;27-124;LAL;@;MIA;L (-5);1;44:17:00;12;30;.400;0;8;.000;13;19;.684;2;6;8;6;0;2;3;5;37;22.2;-11
28;28;26/12/2005;27-125;LAL;@;WAS;L (-3);1;38:06:00;10;27;.370;2;6;.333;9;10;.900;0;5;5;2;0;1;5;2;31;13.5;-6
29;29;28/12/2005;27-127;LAL;;MEM;L (-1);1;46:35:00;13;37;.351;4;8;.500;15;19;.789;2;5;7;4;2;1;2;5;45;27.1;23
30;30;06/01/2006;27-136;LAL;;PHI;W (+26);1;35:20:00;19;29;.655;7;7;1.000;3;4;.750;0;10;10;2;2;0;7;2;48;33.5;9
31;31;07/01/2006;27-137;LAL;@;LAC;W (+3);1;45:21:00;17;41;.415;7;15;.467;9;10;.900;3;5;8;8;1;0;3;2;50;34.1;7
32;32;09/01/2006;27-139;LAL;;IND;W (+6);1;44:50:00;14;32;.438;2;6;.333;15;21;.714;1;9;10;5;1;0;2;4;45;30.1;-8
33;33;11/01/2006;27-141;LAL;@;POR;L (-10);1;44:28:00;13;29;.448;3;13;.231;12;13;.923;0;2;2;3;4;0;2;5;41;28.2;-2
34;34;12/01/2006;27-142;LAL;;CLE;W (+1);1;37:10:00;9;21;.429;1;5;.200;8;8;1.000;0;2;2;2;2;0;5;4;27;13.3;4
35;35;14/01/2006;27-144;LAL;@;GSW;W (+6);1;41:10:00;13;28;.464;1;5;.200;11;11;1.000;0;7;7;7;0;0;3;2;38;26.8;14
36;36;16/01/2006;27-146;LAL;;MIA;W (+8);1;40:54:00;13;24;.542;2;5;.400;9;9;1.000;0;3;3;4;1;0;1;3;37;27.9;-13
37;37;19/01/2006;27-149;LAL;@;SAC;L (-9);1;44:07:00;17;35;.486;4;12;.333;13;13;1.000;0;9;9;4;1;0;4;2;51;35.0;-17
38;38;20/01/2006;27-150;LAL;@;PHO;L (-13);1;40:21:00;12;33;.364;4;12;.333;9;9;1.000;0;2;2;2;3;0;4;4;37;18.1;25
39;39;22/01/2006;27-152;LAL;;TOR;W (+18);1;41:56:00;28;46;.609;7;13;.538;18;20;.900;2;4;6;2;3;1;3;1;81;63.5;0
40;40;27/01/2006;27-157;LAL;;GSW;W (+1);1;49:11:00;7;22;.318;2;4;.500;14;16;.875;0;5;5;8;0;0;6;3;30;16.5;-10
41;41;29/01/2006;27-159;LAL;@;DET;L (-9);1;42:25:00;12;28;.429;3;11;.273;12;14;.857;0;6;6;3;1;0;3;3;39;24.1;18
42;42;31/01/2006;27-161;LAL;@;NYK;W (+33);1;33:53:00;7;17;.412;3;8;.375;23;26;.885;1;2;3;3;4;0;3;4;40;32.5;-22
43;43;01/02/2006;27-162;LAL;@;IND;L (-26);1;35:26:00;8;24;.333;2;8;.250;8;9;.889;0;5;5;2;4;1;1;3;26;17.4;-8
44;44;03/02/2006;27-164;LAL;@;CHA;L (-10);1;41:03:00;12;18;.667;2;7;.286;9;9;1.000;0;9;9;5;4;0;7;2;35;29.6;-9
45;45;04/02/2006;27-165;LAL;@;NOK;L (-16);1;37:42:00;13;26;.500;5;11;.455;4;5;.800;0;6;6;5;0;0;7;5;35;17.9;-4
46;46;07/02/2006;27-168;LAL;@;DAL;L (-15);1;42:22:00;5;22;.227;3;11;.273;11;13;.846;0;4;4;4;3;0;4;4;24;11.2;18
47;47;08/02/2006;27-169;LAL;@;HOU;W (+11);1;45:15:00;13;29;.448;2;8;.250;4;5;.800;0;3;3;9;6;1;0;1;32;30.0;-4
48;48;11/02/2006;27-172;LAL;;MEM;L (-1);1;45:33:00;10;28;.357;1;8;.125;5;7;.714;0;4;4;4;2;2;4;3;26;11.8;2
49;49;13/02/2006;27-174;LAL;;UTA;W (+6);1;36:02:00;6;20;.300;3;8;.375;8;8;1.000;0;4;4;3;7;0;0;2;23;20.9;0
50;50;15/02/2006;27-176;LAL;;ATL;L (-4);1;46:44:00;14;28;.500;5;14;.357;6;12;.500;2;1;3;9;2;0;4;3;39;27.4;18
51;51;21/02/2006;27-182;LAL;;POR;W (+17);1;42:23:00;11;19;.579;5;8;.625;0;1;.000;0;6;6;4;5;1;2;2;27;25.2;29
52;52;23/02/2006;27-184;LAL;;SAC;W (+21);1;36:26:00;14;27;.519;4;7;.571;4;4;1.000;0;6;6;10;2;0;1;4;36;30.9;-16
53;53;24/02/2006;27-185;LAL;@;LAC;L (-19);1;43:36:00;12;29;.414;5;11;.455;10;12;.833;0;4;4;8;2;0;5;3;39;25.3;-7
54;54;26/02/2006;27-187;LAL;;BOS;L (-1);1;40:02:00;11;23;.478;3;8;.375;15;17;.882;1;7;8;6;1;0;3;5;40;30.5;17
55;55;28/02/2006;27-189;LAL;;ORL;W (+15);1;43:53:00;11;20;.550;4;9;.444;2;2;1.000;1;3;4;8;3;0;2;2;28;25.8;-8
56;56;01/03/2006;27-190;LAL;@;POR;L (-6);1;41:25:00;10;27;.370;0;6;.000;15;15;1.000;0;6;6;5;2;0;4;3;35;22.2;23
57;57;03/03/2006;27-192;LAL;@;GSW;W (+12);1;41:54:00;11;29;.379;4;8;.500;16;18;.889;0;4;4;5;3;0;6;3;42;25.8;14
58;58;04/03/2006;27-193;LAL;;DET;W (+11);1;36:10:00;13;26;.500;1;3;.333;13;13;1.000;0;5;5;4;0;0;2;3;40;28.1;-4
59;59;06/03/2006;27-195;LAL;;SAS;L (-7);1;40:56:00;17;32;.531;3;8;.375;6;6;1.000;0;6;6;3;0;0;2;2;43;28.5;9
60;60;08/03/2006;27-197;LAL;@;NOK;W (+6);1;43:56:00;12;33;.364;2;6;.333;14;16;.875;4;2;6;1;3;1;2;2;40;25.9;7
61;61;10/03/2006;27-199;LAL;@;SAS;W (+8);1;43:13:00;11;29;.379;1;5;.200;6;7;.857;0;4;4;4;2;0;2;1;29;16.3;0
62;62;12/03/2006;27-201;LAL;;SEA;L (-7);1;43:44:00;8;29;.276;2;13;.154;4;5;.800;1;4;5;7;2;0;5;2;22;7.5;-8
63;63;14/03/2006;27-203;LAL;@;SAC;L (-16);1;44:48:00;12;28;.429;4;8;.500;2;3;.667;2;5;7;7;1;1;3;3;30;20.1;-2
64;64;15/03/2006;27-204;LAL;;MIN;W (+3);1;42:28:00;12;25;.480;0;3;.000;1;1;1.000;0;1;1;3;1;1;2;1;25;14.0;-4
65;65;17/03/2006;27-206;LAL;@;NJN;L (-3);1;44:52:00;9;24;.375;2;8;.250;4;4;1.000;0;2;2;11;1;1;7;5;24;11.8;2
66;66;19/03/2006;27-208;LAL;@;CLE;L (-1);1;45:00:00;15;33;.455;1;4;.250;7;7;1.000;0;6;6;5;3;1;3;4;38;25.3;6
67;67;20/03/2006;27-209;LAL;@;BOS;W (+8);1;40:37:00;18;39;.462;0;5;.000;7;10;.700;2;3;5;4;5;0;2;3;43;28.6;9
68;68;22/03/2006;27-211;LAL;;SAC;W (+7);1;40:40:00;11;20;.550;2;3;.667;4;6;.667;0;5;5;4;3;0;4;2;28;20.1;14
69;69;24/03/2006;27-213;LAL;;MIL;W (+5);1;43:37:00;12;26;.462;5;10;.500;14;14;1.000;0;5;5;2;0;0;4;2;43;27.7;10
70;70;26/03/2006;27-215;LAL;;NOK;W (+11);1;40:44:00;10;19;.526;1;3;.333;9;11;.818;0;5;5;2;3;0;4;3;30;20.6;-24
71;71;30/03/2006;27-219;LAL;;SAS;L (-11);1;37:04:00;9;26;.346;0;6;.000;5;5;1.000;1;6;7;2;1;1;6;3;23;6.8;15
72;72;31/03/2006;27-220;LAL;@;SEA;W (+13);1;46:03:00;17;38;.447;1;4;.250;8;8;1.000;1;4;5;4;1;1;6;3;43;22.4;14
73;73;02/04/2006;27-222;LAL;;HOU;W (+16);1;35:57:00;19;32;.594;3;5;.600;2;2;1.000;1;2;3;6;1;0;2;3;43;31.5;-5
74;74;06/04/2006;27-226;LAL;@;DEN;L (-2);1;45:45:00;13;32;.406;3;7;.429;13;14;.929;3;5;8;1;0;0;3;5;42;23.7;-6
75;75;07/04/2006;27-227;LAL;@;PHO;L (-11);1;42:16:00;19;33;.576;5;11;.455;8;10;.800;0;5;5;3;1;0;2;3;51;36.1;16
76;76;09/04/2006;27-229;LAL;;LAC;W (+17);1;47:21:00;14;27;.519;3;7;.429;7;9;.778;0;5;5;5;3;0;4;4;38;26.3;24
77;77;11/04/2006;27-231;LAL;;GSW;W (+11);1;34:15:00;10;22;.455;2;8;.250;9;14;.643;1;3;4;5;2;0;1;4;31;22.1;19
78;78;14/04/2006;27-234;LAL;;POR;W (+11);1;43:50:00;17;28;.607;5;10;.500;11;14;.786;1;5;6;1;5;0;3;4;50;39.3;9
79;79;16/04/2006;27-236;LAL;;PHO;W (+20);1;38:36:00;11;28;.393;1;5;.200;20;23;.870;2;6;8;5;3;0;1;2;43;34.5;30
80;80;19/04/2006;27-239;LAL;;NOK;W (+20);1;29:05:00;13;26;.500;4;10;.400;5;5;1.000;1;4;5;3;3;0;1;2;35;27.2;13
1;1;03/11/2006;28-072;LAL;;SEA;W (+6);1;41:05:00;8;15;.533;0;0;;7;10;.700;0;4;4;6;1;0;6;3;23;13.7;-2
2;2;05/11/2006;28-074;LAL;@;SEA;L (-16);1;39:03:00;4;10;.400;0;4;.000;7;8;.875;0;4;4;9;1;0;3;5;15;12.7;9
3;3;07/11/2006;28-076;LAL;;MIN;W (+7);1;35:24:00;5;7;.714;0;0;;7;7;1.000;1;3;4;6;2;0;5;3;17;15.7;-12
4;4;08/11/2006;28-077;LAL;@;POR;L (-11);1;36:07:00;12;19;.632;1;5;.200;7;9;.778;1;2;3;1;1;0;6;4;32;18.1;-21
5;5;10/11/2006;28-079;LAL;;DET;L (-14);1;35:47:00;5;11;.455;1;4;.250;8;9;.889;0;3;3;2;4;0;3;2;19;15.4;9
6;6;12/11/2006;28-081;LAL;;MEM;W (+10);1;38:09:00;7;17;.412;1;3;.333;6;7;.857;1;5;6;6;0;0;5;2;21;12.1;4
7;7;17/11/2006;28-086;LAL;;TOR;W (+7);1;40:16:00;10;19;.526;0;2;.000;11;12;.917;1;10;11;7;0;0;6;2;31;23.1;3
8;8;19/11/2006;28-088;LAL;;CHI;W (+10);1;40:12:00;5;14;.357;1;1;1.000;7;8;.875;0;4;4;4;2;0;4;3;18;10.6;13
9;9;21/11/2006;28-090;LAL;;LAC;W (+4);1;38:20:00;12;23;.522;1;1;1.000;15;18;.833;2;3;5;5;3;0;1;4;40;33.7;-12
10;10;24/11/2006;28-093;LAL;@;UTA;L (-6);1;40:54:00;9;18;.500;2;6;.333;7;10;.700;0;5;5;2;1;1;0;1;27;21.0;3
11;11;26/11/2006;28-095;LAL;;NJN;W (+6);1;42:43:00;8;24;.333;1;4;.250;2;4;.500;2;4;6;10;0;0;2;3;19;11.0;10
12;12;28/11/2006;28-097;LAL;;MIL;L (-4);1;41:04:00;7;23;.304;6;14;.429;7;7;1.000;1;1;2;4;1;1;1;5;27;16.2;22
13;13;30/11/2006;28-099;LAL;;UTA;W (+30);1;34:21:00;19;26;.731;2;3;.667;12;15;.800;0;4;4;3;0;1;1;5;52;41.2;2
14;14;02/12/2006;28-101;LAL;@;LAC;W (+9);1;39:52:00;11;23;.478;0;4;.000;7;8;.875;1;4;5;3;1;0;7;3;29;13.7;22
15;15;04/12/2006;28-103;LAL;;IND;W (+14);1;21:38;7;16;.438;3;8;.375;4;4;1.000;2;1;3;2;3;1;2;1;21;17.0;-8
16;16;06/12/2006;28-105;LAL;;NOK;L (-16);1;37:03:00;10;17;.588;2;6;.333;2;2;1.000;0;2;2;4;2;0;1;3;24;19.3;2
17;17;10/12/2006;28-109;LAL;;SAS;W (+7);1;39:25:00;13;25;.520;4;5;.800;4;4;1.000;2;6;8;1;3;0;4;2;34;23.8;18
18;18;12/12/2006;28-111;LAL;@;HOU;W (+8);1;42:54:00;8;26;.308;2;8;.250;5;6;.833;0;8;8;7;1;0;4;3;23;10.7;-4
19;19;13/12/2006;28-112;LAL;@;DAL;L (-9);1;43:33:00;9;18;.500;1;6;.167;14;17;.824;2;5;7;4;2;1;4;3;33;26.0;20
20;20;15/12/2006;28-114;LAL;;HOU;W (+11);1;54:01:00;17;38;.447;5;8;.625;14;16;.875;0;10;10;8;2;1;5;1;53;38.3;6
21;21;17/12/2006;28-116;LAL;;WAS;L (-6);1;46:47:00;15;24;.625;7;11;.636;8;10;.800;2;6;8;10;1;1;4;5;45;39.3;-6
22;22;19/12/2006;28-118;LAL;@;CHI;L (-5);1;38:00:00;6;19;.316;0;5;.000;7;8;.875;0;3;3;4;0;1;4;6;19;5.7;-10
23;23;20/12/2006;28-119;LAL;@;MIN;W (+17);1;30:18:00;10;17;.588;0;1;.000;4;6;.667;0;3;3;6;2;1;2;2;24;20.3;2
24;24;22/12/2006;28-121;LAL;@;NJN;W (+4);1;39:57:00;4;13;.308;2;5;.400;11;12;.917;0;6;6;11;0;0;3;4;21;18.0;-19
25;25;25/12/2006;28-124;LAL;@;MIA;L (-16);1;37:55:00;4;17;.235;0;4;.000;8;9;.889;0;2;2;4;1;0;3;4;16;5.1;11
26;26;27/12/2006;28-126;LAL;@;ORL;W (+13);1;36:23:00;8;22;.364;0;3;.000;11;12;.917;0;3;3;7;2;1;3;4;27;18.3;5
27;27;29/12/2006;28-128;LAL;@;CHA;L (-9);1;54:28:00;22;45;.489;4;11;.364;10;12;.833;0;5;5;4;0;0;4;6;58;32.4;13
28;28;31/12/2006;28-130;LAL;;PHI;W (+10);1;38:29:00;15;22;.682;3;6;.500;2;2;1.000;1;7;8;6;1;0;2;1;35;31.2;6
29;29;04/01/2007;28-134;LAL;@;SAC;W (+4);1;48:07:00;11;21;.524;3;5;.600;17;20;.850;3;7;10;9;0;0;4;5;42;35.0;19
30;30;05/01/2007;28-135;LAL;;DEN;W (+19);1;27:36:00;2;9;.222;1;4;.250;3;4;.750;1;4;5;10;0;0;3;3;8;6.8;13
31;31;07/01/2007;28-137;LAL;;DAL;W (+3);1;40:57:00;9;20;.450;0;2;.000;8;9;.889;0;8;8;6;1;1;3;3;26;19.3;-16
32;32;09/01/2007;28-139;LAL;@;MEM;L (-10);1;29:45:00;7;15;.467;2;6;.333;9;9;1.000;0;3;3;6;3;2;3;2;25;23.0;-17
33;33;10/01/2007;28-140;LAL;@;HOU;L (-25);1;34:03:00;6;18;.333;0;3;.000;8;9;.889;1;5;6;1;1;0;2;2;20;10.5;4
34;34;12/01/2007;28-142;LAL;;ORL;W (+3);1;39:39:00;9;15;.600;0;2;.000;10;11;.909;2;6;8;7;1;0;2;3;28;26.6;2
35;35;15/01/2007;28-145;LAL;;MIA;W (+6);1;43:47:00;11;24;.458;0;2;.000;3;3;1.000;1;3;4;8;0;1;1;2;25;18.7;10
36;36;17/01/2007;28-147;LAL;@;SAS;W (+4);1;36:12:00;12;19;.632;0;2;.000;10;11;.909;0;6;6;8;1;0;7;2;34;25.7;-17
37;37;18/01/2007;28-148;LAL;@;DAL;L (-19);1;33:30:00;8;18;.444;0;3;.000;10;11;.909;1;2;3;5;0;0;6;3;26;13.8;-10
38;38;20/01/2007;28-150;LAL;@;NOK;L (-10);1;38:50:00;7;22;.318;3;7;.429;6;8;.750;2;4;6;7;2;1;1;2;23;18.0;7
39;39;22/01/2007;28-152;LAL;;GSW;W (+5);1;38:52:00;11;22;.500;4;7;.571;16;19;.842;1;7;8;1;2;1;5;1;42;30.6;-7
40;40;26/01/2007;28-156;LAL;;CHA;L (-9);1;50:01:00;10;24;.417;2;5;.400;10;12;.833;2;4;6;5;0;0;9;3;32;14.3;2
41;41;28/01/2007;28-158;LAL;;SAS;L (-2);1;46:50:00;13;25;.520;1;2;.500;4;5;.800;0;6;6;7;1;1;3;2;31;22.9;20
42;42;31/01/2007;28-161;LAL;@;BOS;W (+13);1;41:46:00;13;25;.520;7;9;.778;10;13;.769;1;7;8;8;0;2;2;2;43;36.5;-1
43;43;02/02/2007;28-163;LAL;@;IND;L (-11);1;39:37:00;7;25;.280;2;8;.250;6;6;1.000;0;5;5;4;5;0;4;1;22;12.2;14
44;44;03/02/2007;28-164;LAL;@;WAS;W (+16);1;43:57:00;14;26;.538;2;5;.400;9;10;.900;2;4;6;6;2;0;4;3;39;29.6;4
45;45;05/02/2007;28-166;LAL;@;ATL;W (+7);1;40:40:00;10;18;.556;2;5;.400;5;6;.833;1;5;6;4;3;0;3;3;27;21.8;-25
46;46;08/02/2007;28-169;LAL;@;DET;L (-15);1;37:54:00;5;13;.385;2;5;.400;6;6;1.000;1;4;5;5;2;0;8;1;18;9.9;9
47;47;09/02/2007;28-170;LAL;@;TOR;L (-4);1;42:49:00;10;23;.435;1;4;.250;4;4;1.000;1;8;9;5;3;1;3;1;25;19.8;-4
48;48;11/02/2007;28-172;LAL;@;CLE;L (-9);1;43:53:00;12;24;.500;1;5;.200;11;11;1.000;0;7;7;6;1;0;4;5;36;25.3;0
49;49;13/02/2007;28-174;LAL;;NYK;L (-1);1;38:10:00;9;20;.450;2;4;.500;11;11;1.000;3;4;7;4;2;0;1;1;31;27.3;-3
50;50;15/02/2007;28-176;LAL;;CLE;L (-6);1;40:37:00;9;22;.409;2;7;.286;14;15;.933;1;5;6;5;2;0;6;3;34;22.3;10
51;51;21/02/2007;28-182;LAL;;POR;L (-4);1;39:43:00;8;22;.364;0;3;.000;9;11;.818;3;5;8;6;2;1;1;3;25;20.3;16
52;52;23/02/2007;28-184;LAL;;BOS;W (+26);1;31:12:00;13;23;.565;5;7;.714;7;9;.778;0;2;2;9;5;0;3;1;38;34.8;17
53;53;25/02/2007;28-186;LAL;@;GSW;W (+17);1;36:27:00;9;23;.391;2;8;.250;6;7;.857;1;5;6;6;3;0;4;2;26;17.7;6
54;54;26/02/2007;28-187;LAL;@;UTA;W (+8);1;43:34:00;7;21;.333;0;4;.000;21;24;.875;2;6;8;4;2;0;4;3;35;24.7;-14
55;55;02/03/2007;28-191;LAL;;SAC;L (-8);1;40:40:00;10;22;.455;1;5;.200;9;9;1.000;0;4;4;10;0;0;1;3;30;24.6;-3
56;56;04/03/2007;28-193;LAL;@;PHO;L (-5);1;44:51:00;11;28;.393;1;5;.200;8;10;.800;1;3;4;6;1;1;3;1;31;19.1;-1
57;57;06/03/2007;28-195;LAL;@;MIN;L (-10);1;53:27:00;13;30;.433;3;10;.300;11;13;.846;3;10;13;8;2;3;4;3;40;33.0;-21
58;58;09/03/2007;28-198;LAL;@;PHI;L (-16);1;44:25:00;12;27;.444;3;7;.429;3;3;1.000;0;4;4;4;1;0;3;4;30;16.3;-12
59;59;11/03/2007;28-200;LAL;;DAL;L (-36);1;36:32:00;6;19;.316;0;2;.000;13;18;.722;2;7;9;3;0;0;5;1;25;12.3;-22
60;60;15/03/2007;28-204;LAL;@;DEN;L (-27);1;37:49:00;9;19;.474;0;5;.000;7;8;.875;2;3;5;9;0;0;1;4;25;20.9;4
61;61;16/03/2007;28-205;LAL;;POR;W (+5);1;49:58:00;23;39;.590;8;12;.667;11;12;.917;1;6;7;3;3;0;2;3;65;50.9;12
62;62;18/03/2007;28-207;LAL;;MIN;W (+7);1;44:33:00;17;35;.486;4;9;.444;12;14;.857;1;5;6;3;3;0;3;1;50;35.4;2
63;63;22/03/2007;28-211;LAL;@;MEM;W (+2);1;45:11:00;20;37;.541;3;7;.429;17;18;.944;2;3;5;4;0;0;2;4;60;43.2;12
64;64;23/03/2007;28-212;LAL;@;NOK;W (+6);1;46:52:00;16;29;.552;2;5;.400;16;16;1.000;1;6;7;1;0;1;1;2;50;38.2;7
65;65;25/03/2007;28-214;LAL;;GSW;W (+2);1;46:22:00;15;33;.455;4;11;.364;9;11;.818;4;5;9;0;1;1;7;2;43;23.3;-1
66;66;27/03/2007;28-216;LAL;;MEM;L (-2);1;44:13:00;7;26;.269;3;7;.429;6;9;.667;3;2;5;5;3;0;1;0;23;14.6;1
67;67;30/03/2007;28-219;LAL;;HOU;L (-3);1;47:34:00;19;44;.432;3;9;.333;12;14;.857;1;1;2;2;0;0;3;2;53;27.6;13
68;68;01/04/2007;28-221;LAL;;SAC;W (+23);1;37:59:00;6;14;.429;1;2;.500;6;6;1.000;0;2;2;13;3;1;4;1;19;20.6;-6
69;69;03/04/2007;28-223;LAL;;DEN;L (-6);1;44:38:00;14;31;.452;0;5;.000;11;11;1.000;0;3;3;4;0;3;3;3;39;24.5;3
70;70;04/04/2007;28-224;LAL;@;LAC;L (-8);1;44:42:00;13;34;.382;0;3;.000;3;4;.750;0;7;7;3;2;2;4;3;29;12.4;-1
71;71;06/04/2007;28-226;LAL;@;SEA;W (+3);1;40:54:00;13;27;.481;1;4;.250;19;24;.792;1;4;5;6;3;1;1;2;46;38.3;-10
72;72;08/04/2007;28-228;LAL;;PHO;L (-8);1;43:40:00;14;25;.560;1;5;.200;5;5;1.000;0;3;3;7;1;1;5;2;34;23.8;0
73;73;09/04/2007;28-229;LAL;@;DEN;L (-4);1;46:14:00;9;30;.300;1;5;.200;4;5;.800;0;5;5;10;1;0;4;1;23;10.3;-8
74;74;12/04/2007;28-232;LAL;;LAC;L (-8);1;48:00:00;17;33;.515;1;4;.250;15;15;1.000;0;9;9;1;2;0;3;3;50;34.9;-19
75;75;13/04/2007;28-233;LAL;@;PHO;L (-8);1;42:06:00;7;26;.269;1;6;.167;2;2;1.000;1;5;6;4;1;1;2;2;17;5.5;6
76;76;15/04/2007;28-235;LAL;;SEA;W (+11);1;42:05:00;18;25;.720;3;6;.500;11;13;.846;2;6;8;3;2;0;1;2;50;44.4;8
77;77;18/04/2007;28-238;LAL;@;SAC;W (+11);1;34:23:00;12;19;.632;0;2;.000;10;12;.833;1;6;7;6;1;0;1;4;34;29.8;3
1;1;30/10/2007;29-068;LAL;;HOU;L (-2);1;42:40:00;13;32;.406;1;3;.333;18;27;.667;0;8;8;4;4;1;5;4;45;27.5;27
2;2;02/11/2007;29-071;LAL;@;PHO;W (+21);1;27:57:00;6;15;.400;1;3;.333;3;3;1.000;3;8;11;4;3;0;5;0;16;13.2;13
3;3;04/11/2007;29-073;LAL;;UTA;W (+10);1;42:41:00;13;19;.684;1;2;.500;6;8;.750;0;6;6;3;3;2;5;4;33;25.8;-17
4;4;06/11/2007;29-075;LAL;;NOH;L (-14);1;37:22:00;11;20;.550;2;6;.333;4;4;1.000;1;5;6;7;0;3;4;5;28;21.6;9
5;5;09/11/2007;29-078;LAL;;MIN;W (+14);1;39:41:00;9;19;.474;3;8;.375;9;10;.900;1;6;7;7;4;0;5;1;30;25.9;-23
6;6;13/11/2007;29-082;LAL;@;SAS;L (-15);1;38:25:00;9;19;.474;0;5;.000;0;0;;0;9;9;5;2;3;3;1;18;15.2;-4
7;7;14/11/2007;29-083;LAL;@;HOU;W (+3);1;38:27:00;11;23;.478;2;5;.400;6;6;1.000;1;7;8;5;1;1;4;2;30;21.5;0
8;8;16/11/2007;29-085;LAL;;DET;W (+12);1;36:53:00;6;18;.333;2;4;.500;5;5;1.000;0;4;4;7;1;0;2;2;19;13.1;12
9;9;18/11/2007;29-087;LAL;;CHI;W (+28);1;32:21:00;6;16;.375;0;2;.000;6;7;.857;0;5;5;3;3;0;4;1;18;11.0;17
10;10;20/11/2007;29-089;LAL;@;IND;W (+20);1;31:05:00;8;16;.500;5;9;.556;11;11;1.000;0;6;6;4;1;0;2;3;32;26.4;-8
11;11;21/11/2007;29-090;LAL;@;MIL;L (-7);1;42:43:00;7;18;.389;2;8;.250;11;11;1.000;0;3;3;4;1;0;1;3;27;19.7;-14
12;12;23/11/2007;29-092;LAL;@;BOS;L (-13);1;36:45:00;9;21;.429;3;7;.429;7;9;.778;0;4;4;3;0;0;2;4;28;15.8;9
13;13;25/11/2007;29-094;LAL;;NJN;L (-2);1;40:30:00;7;21;.333;2;5;.400;15;16;.938;0;3;3;7;4;0;2;3;31;25.3;16
14;14;27/11/2007;29-096;LAL;;SEA;W (+7);1;35:23:00;12;22;.545;1;3;.333;10;12;.833;2;6;8;6;0;0;3;2;35;27.2;7
15;15;29/11/2007;29-098;LAL;;DEN;W (+28);1;29:51:00;10;18;.556;0;3;.000;4;5;.800;3;3;6;7;1;0;2;1;24;21.5;-20
16;16;30/11/2007;29-099;LAL;@;UTA;L (-24);1;34:43:00;10;19;.526;3;5;.600;5;6;.833;1;3;4;3;0;0;2;4;28;18.4;-9
17;17;02/12/2007;29-101;LAL;;ORL;L (-7);1;42:09:00;10;26;.385;4;9;.444;4;4;1.000;2;4;6;5;2;0;4;0;28;17.9;16
18;18;04/12/2007;29-103;LAL;@;MIN;W (+21);1;28:56:00;6;12;.500;2;5;.400;6;9;.667;1;2;3;5;4;0;4;2;20;16.8;9
19;19;05/12/2007;29-104;LAL;@;DEN;W (+4);1;30:46:00;10;19;.526;0;3;.000;5;6;.833;1;7;8;5;2;1;1;4;25;21.7;22
